script_element,character,text
heading,,"[Scene: A Restaurant, Phoebe, Rachel, and Monica are having brunch.]"
dialogue,Monica,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor."
dialogue,Rachel,Oh my God! This is it! (She and Phoebe hold hands.) (To Phoebe) I really hope it’s you!
dialogue,Phoebe,I hope it’s you.
dialogue,Rachel,Me too!
dialogue,Monica,"First of all um, I love you both so much and you’re both so important to me…"
dialogue,Rachel,"Okay, bla-bla-bla-bla!! Who is it?!"
dialogue,Monica,"Well umm, I was thinking that maybe we could come up with a system where we trade of being maid of honor for each other. Like hypothetically, if Phoebe were mine…"
dialogue,Phoebe,Yes!!! Oh!!
dialogue,Rachel,Hypothetically!
dialogue,Phoebe,Still.
dialogue,Monica,If Phoebe were my maid of honor…
dialogue,Rachel,Uh-hmm.
dialogue,Monica,"Rachel would be Phoebe’s, I would be Rachel’s, that way we all get to do it once and no one would get upset."
dialogue,Rachel,Yeah that’s actually a pretty good idea.
dialogue,Phoebe,"Yeah, I’ll do that. So who gets to be yours?"
dialogue,Monica,"(laughs) Well that’s the best part. Umm, you guys get to decide!"
dialogue,Phoebe,Wh-why is that the best part?
dialogue,Monica,Because then I don’t have to!
dialogue,Rachel,"Well of course we will help you decide! We will do anything we can to help you! Now, I would like to make a toast, to the future Mrs. Chandler Bing (A woman at the table behind them overhears Chandler’s name and starts listening closer), my best friend, and truly one of the nicest people that…"
dialogue,Monica,I’m really not deciding!
dialogue,Rachel,Fine!
action,,(The woman gets up and walks over to their table.)
dialogue,Woman,"Excuse me, I-I couldn’t help overhearing, you’re marrying Chandler Bing?"
dialogue,Monica,Yeah that’s right.
dialogue,Woman,"(sarcastically) Huh, good luck!"
dialogue,Phoebe,"Aww, and good luck to you too! (To Monica and Rachel) What a nice lady!"
action,,Opening Credits
heading,,"[Scene: Ross's apartment, Chandler, Joey, and Ross are finishing watching Die Hard on video.]"
dialogue,Chandler,Die Hard still great!
dialogue,Joey,"Yep. Hey, what do you say we make it a double feature?"
dialogue,Chandler,What’d you rent?
dialogue,Joey,Die Hard 2 .
dialogue,Chandler,"(looking at the tape) Joey, this is Die Hard 1 again."
dialogue,Joey,"Oh, well we watch it a second time and its Die Hard 2 !"
dialogue,Ross,"Joey, we just saw it!"
dialogue,Joey,And?
dialogue,Ross,And it’ll be cool to see it again! Yeah!
dialogue,Joey and Ross,Die Hard !!!!!!
dialogue,Ross,"Dude, you didn’t say Die Hard . Is everything okay?"
dialogue,Chandler,"Yeah, I just got uh, got plans."
dialogue,Ross,"Well, John McLane had plans!"
dialogue,Chandler,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch."
dialogue,Joey,What are you talking about? Bitch.
heading,,"[Scene: Central Perk, Phoebe is bringing Rachel some coffee.]"
dialogue,Phoebe,Hey Rachel?
dialogue,Rachel,Yeah?
dialogue,Phoebe,"Umm, when I get married will you be my maid of honor?"
dialogue,Rachel,Really?!
dialogue,Phoebe,Uh-hmm.
dialogue,Rachel,Oh my God Phoebe! I mean I’m just—Wait a minute. If I’m your maid of honor that means you are Monica’s.
dialogue,Phoebe,"Oh! Well, if that’s what you want…"
dialogue,Rachel,Ohh! No way Phoebe! I want to be Monica’s!
dialogue,Phoebe,But why does it even matter?!
dialogue,Rachel,Why does it matter so much to you?!
dialogue,Phoebe,Because this one is now! And-and it’s two of our best friends! Who knows what you’re gonna marry!
