script_element,character,text
heading,,"[Scene: Chandler and Joey's, Monica and Chandler are sitting on one of the chairs doing a crossword puzzle.]"
dialogue,Joey,Hey!
dialogue,Chandler,Hey!
dialogue,Monica,Hey!
dialogue,Joey,What are you guys doing up?
dialogue,Chandler,"Oh, we wanted to finish the crossword before we went to bed. Hey, do you know a six-letter word for red?"
dialogue,Joey,(thinks) Dark red.
dialogue,Chandler,"Yeah, I think that's wrong, but there's a Connect the Dots in here for you later. (To Monica) Hey, how about maroon?"
dialogue,Monica,"(checks to see if it works) Yes, you are so smart! (Kisses him.)"
dialogue,Joey,"Aww, you guys are so cute!"
dialogue,Monica,I know.
dialogue,Joey,"All right, I'll see you in the morning."
dialogue,Chandler and Monica,Okay.
heading,,"[Scene: Joey's bedroom, time lapse. He's asleep and dreaming. In his dream he's doing the crossword puzzle with…wait for it…Monica!]"
dialogue,Dream Monica,"Y'know, I love doing crossword puzzles with you honey!"
dialogue,Dream Joey,"Aww, me too. Now let's finish this and go to bed."
dialogue,Dream Monica,"Okay! There's only one left, three letter word, not dog but…"
dialogue,Dream Joey,Cat.
dialogue,Dream Monica,Yes! You are so smart! (Kisses him.) I love you.
dialogue,Dream Joey,I love you too.
action,,(They hug.)
action,,"[Cut back to Joey in bed, he's smiling, enjoying the dream as he wakes up. Suddenly, he realized what he was dreaming about and bolts upright in bed.]"
action,,Opening Credits
heading,,"[Scene: Central Perk, everyone is there but Ross and Joey. Gunther hands them the bill, and Chandler gives some money to pay it.]"
dialogue,Rachel,"(looking at the bill) Uhh, we still need a tip."
dialogue,Phoebe,All right. Hold on. (She starts digging in the chair.) I got it. Nickel! (Donates it.) How much more do we need?
dialogue,Rachel,A couple of bucks.
dialogue,Phoebe,"Okay, dime! (Donates that.) You guys should probably keep talking; this could take a while. (Finds something else.) Oh no, wait! Look it! Whoa! (Looks at it.) Oh my God, this is a police badge!"
dialogue,Monica,Wow!
dialogue,Chandler,"Oh that's so cool! Why would a cop come in here though? They don't serve donuts. (No one laughs.) Y'know what actually, could you discover the badge again? I think I can come up with something better than that."
dialogue,Rachel,"Phoebe, I bet somebody's missing that badge."
dialogue,Phoebe,"Yeah, I should probably take it back. Ooh, but you know what? While I'm at the police station, I could check their Ten Most Wanted lists because my friend Fritzy has been like number 11 forever, so this could be her year! (She crosses her fingers in hope.)"
dialogue,Joey,"(entering) Hey, you guys!"
dialogue,Chandler,Hey!
dialogue,Rachel,Hey Joey!
dialogue,Monica,Hey.
dialogue,Joey,"(To Monica) Hey. That uh, that my sweatshirt?"
dialogue,Monica,"Oh yes, it is. I'm sorry I borrowed it, I was cold. I hope its okay?"
dialogue,Joey,"Well uh, it's just that uh, y'know if-if you're gonna be wearing someone's sweatshirt shouldn't it be your boyfriends--and I’m not him."
dialogue,Monica,"I'm sorry, I'll give it back to you."
dialogue,Joey,No-no! No! I mean it's gonna be all smelling like Monica!
dialogue,Monica,Are you saying I smell bad?
dialogue,Joey,"No! No, you smell like a meadow. (Pause.) I'm sorry. (Runs to the bathroom.)"
dialogue,Monica,What's with him?
