script_element,character,text
heading,,"[Scene: Joey and Rachel's, Joey is reading What to Expect When You’re Expecting as Rachel enters from her bedroom.]"
dialogue,Joey,"Hey Rach listen, did you know that during pregnancy your fingers swell up to twice their size and never go back."
dialogue,Rachel,(looking at her fingers) Oh my…God! Let me see that! (Grabs the book from him.)
dialogue,Joey,(laughing) You fall for it every time!
dialogue,Phoebe,(entering) Hey!
dialogue,Rachel,Hi!
dialogue,Phoebe,I brought you my old maternity clothes! (Sets a bag on the counter.)
dialogue,Rachel,"Oh Pheebs that’s so sweet—(Grabs a pair of pants)—Ooh, those are so cute!"
dialogue,Phoebe,"Yeah! And look, (Grabs the pants) see how they expand as the baby grows? (There’s a stretchy part in front.) And then after the baby’s born, they’re great for shoplifting melons."
dialogue,Monica,"(entering) Oh good you’re all here. Thanksgiving tomorrow, four o’clock. (To Rachel) Oh, guess who I invited. Remember that guy Will Colbert from high school?"
dialogue,Rachel,No.
dialogue,Monica,"He was in Ross’s class…marching band…kinda overweight? Well, really overweight. I mean I was his thin friend."
dialogue,Rachel,"Wow! I don’t remember him. Honey, are you sure you’re not talking about your imaginary boyfriend."
dialogue,Monica,"No that was Jarred! Wow! I haven’t thought about him in a long time… (Stares off into the distance lost in thought.) (Pause) Anyway, umm Will’s, Will’s here on business and he didn’t have a place to go so I invited him here."
dialogue,Rachel,Oh that’s nice.
dialogue,Monica,"Oh, and by the way, he’s lost a bunch of weight. I mean he looks goo-ood! Okay, I mean really , really gorgeous! (Joey clears his throat.) I still love Chandler."
dialogue,Joey,I just want you to say it once in a while.
dialogue,Monica,"All right okay, just so you know, I’m not gonna make a turkey this year."
dialogue,Joey,What?!
dialogue,Monica,Well Phoebe doesn’t eat turkey…
dialogue,Joey,Phoebe!
dialogue,Phoebe,"Turkey’s are beautiful, intelligent animals!"
dialogue,Joey,No they’re not! They’re ugly and stupid and delicious!
dialogue,Monica,"All right! Okay, it’s just Phoebe. Will’s still on a diet, Chandler doesn’t eat Thanksgiving food, and Rachel’s having her aversion to poultry."
dialogue,Joey,She is?
dialogue,Rachel,Remember I had to leave the room the other day when you had that roast chicken?
dialogue,Joey,Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.
dialogue,Monica,"Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work."
dialogue,Joey,"But you gotta have turkey on Thanksgiving! I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie! Or Friday with no two pizzas!"
dialogue,Monica,All right fine! If it means that much to you! But just—there’s gonna be a ton left over.
dialogue,Joey,No there won’t! I promise I will finish that turkey!
dialogue,Monica,"All right, you’re telling me you can eat an entire turkey in just one sitting?"
dialogue,Joey,"That’s right! ‘Cause I’m a Tribbiani! (To Rachel) And this is what we do! I mean we may not be great thinkers or world leaders, we don’t read a lot or run very fast, but damnit! We can eat!"
action,,Opening Credits
heading,,"[Scene: Monica and Chandler's, Chandler is watching football, and it’s actually the right game Green Bay at Detroit (although not this year’s), as Monica is getting everything ready.]"
dialogue,Monica,"Hey, isn’t weird to think about how next year at this time they’ll be a little baby at the table? (Chandler turns around in horror.) (Seeing him) Rachel’s! But good to know where you’re at!"
dialogue,Phoebe,(entering) Hey!
dialogue,Monica,Hey!
dialogue,Phoebe,Happy Thanksgiving!
dialogue,Monica,You too!
dialogue,Phoebe,Anything I can do to help?
dialogue,Monica,"Actually there is. Chandler usually helps me with this, but he’s really into the game so I don’t want to bother him. Could you help me fold these napkins? (Hands her a stack of them.)"
dialogue,Phoebe,Sure!
dialogue,Monica,I’m gonna go across the hall to check on the yams.
dialogue,Phoebe,Okay. (She starts folding the napkins in half.)
dialogue,Monica,"No! No! No! No sweetie! No! Not like that! We’re not at a barn dance. You’ve gotta—you wanna fold them like swans. Like I showed you at Christmas time, remember?"
dialogue,Phoebe,"Yeah, it all just came screaming back to me. (Monica exits.) (To Chandler) So how’s the game?"
