script_element,character,text
heading,,[Scene: Central Perk. Everyone is there.]
dialogue,Monica,Tell him.
dialogue,Rachel,No.
dialogue,Phoebe,"Tell him, tell him."
dialogue,Monica,Just...please tell him.
dialogue,Rachel,Shut up!
dialogue,Chandler,Tell me what?
dialogue,Monica,"Look at you, you won't even look at him."
dialogue,Chandler,"(sarcastically) Oh, come on tell me. I could use another reason why women won't look at me."
dialogue,Rachel,"All right, all right, all right. Last night, I had a dream that, uh, you and I, were..."
dialogue,Phoebe,Doing it on this table. (points at the table)
dialogue,Chandler,Wow!
dialogue,Joey,Exellent dream score.
dialogue,Ross,"Why, why, why would you dream that?"
dialogue,Chandler,"More importantly, was I any good?"
dialogue,Rachel,"Well, you were pretty damn good."
dialogue,Chandler,"Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)"
dialogue,Rachel,"Well, last night you seemed to know your way around the table."
dialogue,Ross,"I love it, when we share."
action,,(Ross goes over to the counter. Chandler follows him.)
dialogue,Chandler,You're okay there?
dialogue,Ross,I can't belive you two had sex in her dream.
dialogue,Chandler,"I'm sorry, it was a one-time-thing. I was very drunk and i was somebody else's subconscious."
action,,Opening Credits
heading,,"[Scene: Central Perk, continued from earlier, Chandler is sitting on the table.]"
dialogue,Chandler,Hello Rachel.
dialogue,Rachel,Get off.
dialogue,Phoebe,"(points at Joey's pen) Uh, uh, gimme. Can you see me operating a drill press?"
dialogue,Joey,I don't know. What are you wearing?
action,,"(Chandler, Monica and Phoebe looks at him)"
dialogue,Ross,"Pheebs, why would you want to operate a drill press?"
dialogue,Phoebe,"Just for some short-term-work. You know, until I get back some of my massage clients."
dialogue,Chandler,Pirates again?
dialogue,Phoebe,"No, nothing like that. I was just...such a dummie. I taught this ""massage-yourself-at-home-workshop."" And they are."
dialogue,Joey,"Hey, hey, Chan. She could work for you."
dialogue,Chandler,"(sarcasticly) Thanks Joey, that's a good idea."
dialogue,Phoebe,"What... I could, I could do it. What is it?"
dialogue,Chandler,"Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story."
dialogue,Phoebe,I could be a secretary.
dialogue,Chandler,"Well, you know Phoebs. I don't know if it's your kinda thing, because it involves a lot of being normal. For a large portion of the day."
dialogue,Phoebe,I could do that.
action,,(Ross's beeper goes off)
dialogue,Rachel,What are you playing with?
dialogue,Ross,"Oh, it's my new beeper."
dialogue,Joey,What the hell does a paleontologist need a beeper for?
dialogue,Monica,"Is it like for dinosaur emergencies. 'Help, come quick, they're still extinct.'"
dialogue,Ross,"No, it's for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO."
dialogue,Chandler,"A cool phone number, and a possible name for the kid."
dialogue,Monica,"All right, I'll see you guys later. (raises)"
dialogue,Rachel,Off to see young Ethan?
dialogue,Monica,Thank you.
dialogue,Joey,How young is young Ethan? Young?
dialogue,Monica,He's... our age.
dialogue,Chandler,When we were?
dialogue,Monica,"Okay, he's a senior in college."
dialogue,Ross,College?
dialogue,Chandler,Whoa! And this manchild has no problem with how old you are?
dialogue,Monica,"No, of course not. It's not even an issue. Cause I told him I was 22."
dialogue,All,What?
dialogue,Monica,"Oh, I can't pass for 22?"
dialogue,Phoebe,"Well, maybe 25-26."
dialogue,Monica,I am 26.
dialogue,Phoebe,There you go.
heading,,"[Scene: Chandler's office, he and Phoebe are there when the phone starts ringing.]"
dialogue,Chandler,Can you hear that?
dialogue,Phoebe,(plays with a thumbtack remover) Yeah?
dialogue,Chandler,See that'll stop when you pick up the phone.
dialogue,Phoebe,"Oh. Uh, I'm on. (picks up the phone)"
dialogue,Phoebe,"(with a deep voice) Mr. Bing's office. (Listens) No I'm sorry, he's in a meeting right now."
dialogue,Chandler,I'm not in a meeting. I'm right... Whoops.
dialogue,Phoebe,"Will he know what this is in reference to? (Listens) And he has your number? (Listens) All right, I'll see that he gets the message. Bye bye."
dialogue,Chandler,What?
dialogue,Phoebe,Ross says hi.
dialogue,Chandler,Ah!
dialogue,Phoebe,"This is so fun. All right, what do we do now?"
dialogue,Chandler,"Well, now, I actually have to get to work."
dialogue,Phoebe,"Most likely. (raises and goes toward the door) Okay, I'm gonna be out there."
dialogue,Chandler,Okay.
dialogue,Phoebe,All right. Bye bye.
dialogue,Chandler,Bye bye.
action,,(The intercom buzzes)
dialogue,Chandler,(answering it) Yes?
dialogue,Phoebe,Whatcha doin'?
dialogue,Chandler,Ooh. (leans against the desk)
heading,,"[Scene: Monica and Rachel's, Monica and Rachel are there. Monica is just finishing cleaning the windows.]"
dialogue,Monica,"Windows are clean, candels are lit. Uh, belt's to tight, gotta change the belt. Did I turn the fish? (goes over to the kitchen to check on the dinner) No, cause I made lasagne. (to Rachel) Am I out of control?"
dialogue,Rachel,"Just a touch. Mon, I don't understand. I mean, you've been dating this guy since like, what... his midterms? I mean, why all the sudden are you so... Oh."
dialogue,Monica,What?
dialogue,Rachel,Could tonight be the Night?
dialogue,Monica,"I don't know. Look he's a great guy and I love being with him but... you know. Things happen, and they happen. You don't plan these things."
dialogue,Rachel,"So, did you shave your legs?"
dialogue,Monica,Yeah.
dialogue,Rachel,A-ha!
heading,,[Scene: Central Perk. Joey and Ross are there.]
dialogue,Joey,Would you let it go Ross. It was just a dream. It doesn't mean...
action,,(Ross's beeper goes off)
dialogue,Ross,"Oh, oh. Oh, oh. Oh this is it. Oh my god it's baby time. Baby time."
dialogue,Joey,"All right, relax, relax. Just relax, just relax. Be cool, be cool."
action,,(Ross dials a number on his cellular phone)
dialogue,Ross,"(on phone) Yeah, hi, I was just beeped. (pause) No, André is not here. (to Joey) Third time today. (on phone) Yes, I'm sure... No, sir. I don't perform those kind of services."
dialogue,Joey,"Services? (Ross looks at him) Oh, services."
dialogue,Ross,"(on phone) Yeah, you want 55-JUMBO. Yeah, that's right. That's right, JUMBO with a U, sir. (pause) No, belive me, you don't want me. Judging by his number, I'd be a huge disappointment. (pause) All rightie, bye bye."
action,,(Phoebe and Chandler enter)
dialogue,Joey,"Hey, hey. How was the first day?"
dialogue,Phoebe,"Oh, exellent. Everyone was so, so nice."
dialogue,Chandler,"See, it pays to know the man who wears my shoes. (Joey and Ross wonder what he means) Me."
dialogue,Phoebe,"No, I didn't tell anybody that I knew you."
dialogue,Chandler,Why not?
dialogue,Phoebe,"Oh, because, you know... they don't like you."
dialogue,Chandler,What?!
dialogue,Phoebe,I thought you knew that.
dialogue,Chandler,Noho. Who doesn't they like me?
dialogue,Phoebe,Everyone. Except for uh... no everyone.
dialogue,Chandler,What are you talking about?
dialogue,Phoebe,"Don't feel bad. You know they used to like you a lot. But then you got promoted, and, you know, now you're like ""Mr. Boss Man"". You know, Mr. Bing. Mr. Bing, ""Boss Man Bing""."
action,,(Joey and Ross laughs)
dialogue,Chandler,I can't belive it.
dialogue,Phoebe,"Yeah, yeah. They even do you."
dialogue,Chandler,They do me?
dialogue,Phoebe,You know like... uh okay... uh... 'Could that report be any later?'
action,,(Joey and Ross laughs)
dialogue,Chandler,I don't sound like that.
dialogue,Ross,"Oh, oh Chandler..."
dialogue,Joey,"Oh... Yeah, you do."
dialogue,Ross,'The hills were alive with the sound of music.'
action,,"(Phoebe, Joey and Ross laughs)"
dialogue,Joey,(reaches for hi scones) My scones.
dialogue,"Phoebe, Joey, and Ross",' My scones.'
action,,"(Phoebe, Joey and Ross laughs again)"
dialogue,Chandler,"Okay, I don't sound like that. That is so not true."
action,,(Joey and Chandler laughs)
dialogue,Chandler,"That is so not ... That is so not ... That... Oh, shut up!"
action,,"(Phoebe, Joey and Ross laugh)"
heading,,"[Scene: Monica and Rachel's, Monica and Young Ethan are sitting in the couch.]"
dialogue,Monica,Did not.
dialogue,Young Ethan,"I am telling you, up until I was, like nine, I thought that gunpoint was an actual place where crimes happen."
dialogue,Monica,How was that possible?
dialogue,Young Ethan,"Well, think about it. It's always on the news. 'A man is being held up, at gunpoint.' 'Tourists are being terrorised, at gunpoint.' And I just kept thinking: why does people continue to go there? (He checks his watch.) Oh, ah. I should go."
dialogue,Monica,Okay.
action,,(They kiss)
dialogue,Young Ethan,Okay.
dialogue,Monica,Unless...
dialogue,Young Ethan,What?
dialogue,Monica,"Uh, ah. Unless you wanna stay over? I mean, I'm going to, so..."
dialogue,Young Ethan,"Yeah, I'd really like that."
action,,(They kiss)
dialogue,Young Ethan,"Uuh, before we get into any staying-over-stuff, there is something you should know."
dialogue,Monica,"Okay, is this like 'I have an early class tomorrow' or 'I'm secretly married to a goat?'"
dialogue,Young Ethan,"Well it's somewhere in between. You see, in a strictly technical sense, of course, I'm not uh..., well I, I mean I haven't ever uh..."
dialogue,Monica,Ethan?
dialogue,Young Ethan,Yeah?
dialogue,Monica,Are you a virgin?
dialogue,Young Ethan,"Well, if that's what you kids are calling it these days then, yes I am. I uh, I've kinda been waiting for the right person."
dialogue,Monica,Really?
dialogue,Young Ethan,"Yeah. You do know I was talking about you, right?"
action,,(They kiss)
action,,"[Time lapse. They are now in Monica's bedroom, on the bed.]"
dialogue,Young Ethan,Wow!
dialogue,Monica,You keep saying that.
dialogue,Young Ethan,"You know, you read about it, you see it in the movies. Even when you practice it at home, man oh man, it is nothing like that."
action,,(They kiss)
