script_element,character,text
heading,,"[Scene: Monica and Rachel's apartment. Monica, Rachel, Ross, and Phoebe are there. Phoebe is looking out the window.]"
dialogue,Phoebe,"Ooh, ooh, ooh, ooh, ooh. Ugly Naked Guy is decorating his tree. Oh my God, you should see the size of his Christmas Balls."
action,,(Chandler and Joey enter.)
dialogue,Joey,Hey.
dialogue,Chandler,Hey.
dialogue,Rachel,Hey.
dialogue,Joey,"Hey, how much did you guys tip the super this year?"
dialogue,Chandler,"Yeah, we were gonna give fifty, but if you guys gave more, we don't wanna look bad."
dialogue,Monica,"Oh, actually this year we just made him homemade cookies."
dialogue,Chandler,And twenty-five it is.
dialogue,Joey,You gave him cookies?
dialogue,Monica,"Money is so impersonal. Cookies says someone really cares. . . Alright, we're broke, but cookies do say that."
dialogue,Phoebe,I can see that. A plate of brownies once told me a limerick.
dialogue,Chandler,"Phoebs, let me ask you something, were, were these, uh, funny brownies?"
dialogue,Phoebe,"Not especially. But you know what, I think they had pot in them."
dialogue,Ross,"So you guys, who else did you tip with cookies?"
dialogue,Rachel,"Uhh, the mailman, the super."
action,,(There's a bang at the door.)
dialogue,Monica,"Oh, and the newspaper delivery guy."
action,,(Joey opens the door and picks up the remnants of the newspaper.
dialogue,Joey,Oh my God.
dialogue,Rachel,What?
dialogue,Joey,"Uhhh, I don't think you're gonna like this."
action,,(Joey shows them the torn-up newspaper.)
dialogue,Rachel,"Ooh, goooosh, ooh, these are cookies smashed in the sports section."
dialogue,Monica,"Oh look, and he did my crossword puzzle."
dialogue,Ross,"Yeah, but not very well, unless 14-across, 'Gershwin musical' actually is bitemebitemebitemebiteme."
action,,Opening Credits
heading,,"[Scene: Central Perk . Monica, Chandler, and Joey are seated at couches. Rachel is working behind the counter.]"
dialogue,Joey,"I can't believe it's Christmas already. Ya know, I mean, one day your eatin' turkey, the next thing ya know, your lords are a-leapin' and you geese are a-layin'."
dialogue,Chandler,Which is why geese are so relaxed this time of year.
action,,(Ross enters with several bags from shopping.)
dialogue,Ross,Hey guys.
dialogue,Chandler and Monica and Joey,Hey.
action,,(Ross approaches Rachel at counter.)
dialogue,Ross,"Hey Rach. I, uh, got you a little present. (Rachel is not impressed). . I'll open it. It's a Slinky! Remember, huh. (sings) Walks down stairs, alone or in pairs, everyone knows it's . . . just a big spring. Alright, you still mad at me becuase of the whole. . ."
dialogue,Rachel,Horrible and degrading list of reasons not to be with me?
dialogue,Ross,"How 'bout from now on we just call it the 'unfortunate incident'? (Rachel walks off) Hey Gunther, you got stairs in your place?"
dialogue,Gunther,Yeah.
dialogue,Ross,"Here, go nuts. (gives him the Slinky and goes and sits with others at the couches)"
dialogue,Ross,Hey guys.
dialogue,Chandler and Monica and Joey,Hey.
dialogue,Chandler,What's in the bag?
dialogue,Ross,"Um, just some presents."
dialogue,Joey,C'mon show us what you bought. . . You know you want to.
dialogue,Ross,"(childishly) OK. OK, this is a picture frame from Ben to my parents, huh."
dialogue,Monica,Cute.
dialogue,Ross,"I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom."
action,,"(Ross holds up the blouse. It is extremely tacky, with sewn-on medals hanging off of it.)"
dialogue,Monica,"Ross, that is gorgeous!"
dialogue,Ross,Yeah?
dialogue,Monica,"Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy."
action,,(Phoebe enters.)
dialogue,Phoebe,Hey.
dialogue,Gang,Hey. Hi Phoebe.
dialogue,Phoebe,"Happy Christmas Eve Eve. (sees Ross's picture frame) Oh my God, where did you get this?"
dialogue,Ross,"Uh, Macy's, third floor, home furnishings."
dialogue,Phoebe,"This is my father, this is a picture of my dad."
