script_element,character,text
heading,,"[Scene: Monica, Chandler, and Phoebe's, Phoebe is at the sink and Chandler is looking at a ring brochure.]"
dialogue,Chandler,"Pheebs, can you help me pick out an engagement ring for Monica? I can’t figure this out! It’s so hard! Should I get her a (turning to each page) Tiffany cut or a Princess cut or a—ah-ah! Paper cut!"
dialogue,Phoebe,"Now, have you told anyone else?"
dialogue,Chandler,"No, I don’t want to tell anybody else because I don’t want Monica to find out."
dialogue,Phoebe,You told me.
dialogue,Chandler,"Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures."
dialogue,Phoebe,"Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet."
dialogue,Chandler,Me too.
action,,(Joey and Ross enter causing Chandler to quickly hide the brochure behind his back.)
dialogue,Joey,Hey. (Heads straight for the fridge.)
dialogue,Chandler,Hey.
dialogue,Phoebe,"Hey! So Chandler, wanna go to the coffeehouse?"
dialogue,Chandler,Oh all right.
dialogue,Phoebe,"Yeah, coffeehouse."
dialogue,Ross,"Oh perfect, we were just gonna see if you wanted to go."
dialogue,Chandler,"Oh well, we don’t because we got…the…other pl-place."
action,,(Joey returns with a piece of pizza as Chandler and Phoebe exit.)
dialogue,Ross,How rude.
dialogue,Joey,"Oh, I’m sorry. You wanna bite? (Holds his piece out for him.)"
action,,Opening Credits
heading,,"[Scene: Central Perk, Phoebe and Rachel are sitting on the couch.]"
dialogue,Phoebe,So how are things going with Paul?
dialogue,Rachel,"Good. Although y’know, he-he’s a private guy. Y’know, I wish I could get him to open up a little bit, share some feelings."
dialogue,Phoebe,That’s easy! You just have to think of him as a-as a jar of pickles that won’t open.
dialogue,Rachel,So what are you saying; I should run him under hot water and bang his head against a table?
dialogue,Phoebe,No that’s what you do when you want to get the truth out of someone.
dialogue,Paul,(entering) Hi honey.
dialogue,Rachel,Hi!
dialogue,Phoebe,(To Rachel) Watch this.
dialogue,Paul,(To Rachel) How are you?
dialogue,Rachel,(To Phoebe) Okay.
dialogue,Phoebe,Hi Paul!
dialogue,Paul,Hi Phoebe.
dialogue,Phoebe,So how are things going with you?
dialogue,Paul,Can’t complain.
action,,(Phoebe turns to Rachel and mimes remove a lid of a jar. Ross enters and Paul motions for Rachel to leave with him now.)
dialogue,Paul,(whispering) Come on.
dialogue,Rachel,Okay. (Gets up and starts to leave with Paul.)
dialogue,Paul,(To Ross) Hey!
dialogue,Ross,Hi!
action,,(They shake hands and their lines overlap.)
dialogue,Paul,Ross!
dialogue,Ross,Great to see you!
dialogue,Paul,Good to see you too!
dialogue,Ross,How you doing?
dialogue,Paul,Good. Bye! (Starts to leave.)
dialogue,Ross,Okay! You take care!
action,,(Ross turns his back on Paul and makes a ‘I hate that guy’ face. Paul does the same thing.)
dialogue,Ross,"Hey Pheebs, what-what was the deal with you and Chandler blowing us off before?"
dialogue,Phoebe,"Yeah! That was so weird, huh?"
dialogue,Ross,"Phoebe, why’d you do it?"
dialogue,Phoebe,I didn’t do it! It was Chandler! He’s… He’s mad at you!
dialogue,Ross,What?! Why?!
dialogue,Phoebe,"Please, I think you know why."
dialogue,Ross,I can’t think of anything.
