script_element,character,text
heading,,"[Scene: Chandler and Joey's, Chandler is sitting in the canoe as Joey runs through the door carrying an outdoor patio table.]"
dialogue,Joey,Hey!! We are so in luck! Treeger said that we could have all this cool stuff from the basement. Wait right there. (Goes back into the hall)
dialogue,Chandler,"Oh no-no-no, I’m, I’m paddling away!"
dialogue,Joey,(Returning carrying a couple of rusted lawn chairs) Huh?!
dialogue,Chandler,Wow! Really?! We get all this rusty crap for free?!
dialogue,Joey,"Uh-huh. This and a bunch of bubble wrap. And, some of it is not even popped!"
action,,(They both sit down at the table and the chick and the duck enter from Joey’s bedroom.)
dialogue,Chandler,Could we be more white trash?
action,,Opening Credits
heading,,"[Scene: Monica and Rachel's, Monica, Ross, Phoebe, and Rachel are eating breakfast.]"
dialogue,Monica,(Entering from her bedroom) How desperate am I?
dialogue,Rachel,"Oh! Good thing Chandler’s not here, he always wins at this game."
dialogue,Monica,I just told my Mom I’d cater a party for her.
dialogue,Phoebe,How come?
dialogue,Monica,"Because I need the money, and I thought that it’d be a great way to get rid of that last little schmidgen of self-respect."
dialogue,Ross,"Come on, I think this is a good thing. I don’t think Mom would’ve hired you if she didn’t think you were good at what you do."
dialogue,Monica,You don’t have to stick up for her. She can’t here you.
heading,,"[Scene: Chandler and Joey's, Joey is reading the paper and Chandler is getting ready for work.]"
dialogue,Rachel,"(entering) Hey! Umm, do you guys have any juice?"
dialogue,Joey,Just pickle.
dialogue,Chandler,"Hey uh, Rach, funny story. I ah, bumped into Joanna on the street yesterday."
dialogue,Rachel,"My boss, Joanna? Wow, that must’ve been awkward."
dialogue,Chandler,"Well, no, actually she uh, asked me if I wanted to get a drink."
dialogue,Rachel,"(laughs) You ah, you didn’t say ‘Yes’ to that did you?"
dialogue,Chandler,(laughs) No. No!
dialogue,Joanna,"(Coming out of the shower wearing nothing but a towel) Hello, Rachel. (She goes into Chandler’s bedroom)"
dialogue,Chandler,"Well, not at first."
dialogue,Rachel,What is she doing here?
action,,(Joey makes a sound like a creaking bed.)
dialogue,Rachel,"I don’t understand! Last time you went out with her you said she was a ‘big, dull dud.’"
dialogue,Chandler,"Well, I think I judged her too quickly, and this time we were able to take the relationship to the next level."
action,,(Joey creaks louder)
dialogue,Rachel,"Well, last time I almost got fired. You must end it, you must end it now!"
dialogue,Chandler,"Oh, come on! It’s not like this is an everyday occurrence for me! I mean usually I’m pretty much just in there by myself."
action,,(Joey makes a sound imitating one person making a bed creak and Chandler turns and glares at him.)
dialogue,Rachel,"Chandler!! (He turns around quickly) Promise me, you will end it."
dialogue,Chandler,"Okay, I promise, I’ll end it."
dialogue,Rachel,Thank you.
dialogue,Chandler,"I hope you know what I’m giving up for ya, because she’s not just the boss in your office, if you know what I mean."
dialogue,Joey,"Yeah-eh-eah! (Rachel glares at him) Oh-oh, sorry, I-I knew what he meant."
heading,,"[Scene: The Geller household kitchen, Monica and Phoebe are cooking for Mrs. Geller’s party.]"
dialogue,Mrs. Geller,(entering) How’s the hired help?
dialogue,Monica,"Doing great, the quiches are coming along."
dialogue,Mrs. Geller,What’s this? Blue nail polish?
dialogue,Monica,"Yeah, I thought it was cute."
dialogue,Mrs. Geller,"Ahh, that’s what your Grandmother’s hands looked like when we found her."
dialogue,Monica,Let me ask you a question.
dialogue,Mrs. Geller,Hmm.
dialogue,Monica,Why did you hire me?
dialogue,Mrs. Geller,"Oh, well Richard raved about the food at his party, of course you were sleeping with him. Then I heard the food at that lesbian wedding was very nice, I assume you weren’t sleeping with anybody there. Though, at least that would be something. (Leaves)"
dialogue,Monica,(to Phoebe) Oh my God! Did you hear that? She hired me because she thinks I’m good.
dialogue,Phoebe,"Okay, I didn’t hear that."
dialogue,Monica,"Oh yeah, she didn’t hire me out of pity, it wasn’t so she could pick on me in front of her friends, she actually thinks I’m good."
