script_element,character,text
heading,,[Scene: Ross is in Central Perk. Phoebe comes in.]
dialogue,Phoebe,Oh hey Ross oh I'm so glad someone's here could you zip me up?
dialogue,Ross,Sure.
dialogue,Phoebe,Thank you. Can you believe no-one between my apartment and here offered to do that for me?
dialogue,Ross,"People (shakes head, they sit) so why you all dressed up."
dialogue,Phoebe,Oh umm Mike's picking me up for a date.
dialogue,Ross,"Oh yea now um how is that going, is it getting serious?"
dialogue,Phoebe,"Oh I dunno I dunno, you know I mean I like him but am I ready to take my grade a loins off the meat market."
dialogue,Ross,"You know I really admire your whole dating attitude, it's so healthy I'm always like is this moving to fast? Is this moving to slow? Where's this going?"
dialogue,Phoebe,Yea you know you are a bit of a drama queen.
dialogue,Ross,"But you, your so much better off you just go from guy to guy having fun and never worrying that it terns into anything serious."
dialogue,Phoebe,"I wouldn't say never, you know there's that guy (pause) well what about (pause) ok well there's gotta be someone."
dialogue,Ross,There isn't that's what I'm saying. (All happy)
dialogue,Phoebe,Oh my god you're right.
dialogue,Ross,I know and yet here you are all ready for the next date.
dialogue,Phoebe,"I can't believe I never realized this before, I'm in my thirty's and never been in a long-term relationship oh my god (starts crying) what's wrong with me."
dialogue,Ross,"No, no, no there's nothing wrong with you I mean you don't strike me as the type of person that wants to get married anyway."
dialogue,Phoebe,I wanna get married (grabs a tissue)
dialogue,Ross,"Please don't cry because of me pheebs I don't know what I'm talking about, I've been divorced three times."
dialogue,Phoebe,"Least you've been married, OH MY GOD! I wanna trade lives with Ross (cries more)"
dialogue,Mike,Phoebe (comes in smiling then sees Phoebe crying) what's wrong?
dialogue,Phoebe,"Nothing, I'm excited about our date, Mike this is Ross Geller this is Mike Haaaaa (starts crying)"
dialogue,Ross,I'm sorry I didn't catch.
dialogue,Mike,Its Mike Hanagen
dialogue,Ross,Oh Ross Geller
dialogue,Mike,"Hey, so are you sure your ready to go."
dialogue,Phoebe,Uh huh (terns to Ross) how do I look (all her make up has gone everywhere)
dialogue,Ross,Do you have a compact in your purse?
dialogue,Phoebe,(goes to cry) No
dialogue,Ross,You look great.
action,,Opening Credits
heading,,[Scene: Monica enters Central Perk.]
dialogue,Monica,Hey Joey
dialogue,Joey,"Hey, this girl won't turn around and I can't tell whether she's hot or not, what do you think?"
dialogue,Monica,Joey I am not going to objectify woman with you (looks at the woman) but if her face is as nice as her ass woah mamma.
dialogue,Joey,"Alright thanks, Oh hey have you talked to Chandler?"
dialogue,Monica,Yeah he has to stay in Tulsa this weekend
dialogue,Joey,How come?
dialogue,Monica,"He has to work, there's some rush on the big (pause, thinks) ah damn it one of these days I'm really gonna have to start listening when he talks about his job."
dialogue,Joey,Oh why don't you fly out there and surprise him.
