script_element,character,text
heading,,"[Scene: Monica and Rachel's, Monica and Rachel are hosting a New Year's party. So the place is crowded and in a shameless promotion for NBC they're watching Jay Leno's coverage of New Year's from Time Square.]"
dialogue,Jay Leno,(On TV to Dick Clark) Is there any entertainment there? What are people doing?
dialogue,Joey,All right! Here we go! 1999! The year of Joey!
dialogue,Chandler,"(deadpan, standing next to Monica) We're very happy for you."
dialogue,Joey,What's the matter?!
dialogue,Chandler,"We wanted to kiss at midnight, but nobody else is going to so y'know…"
dialogue,Joey,"All right, I'll take care of it."
dialogue,Monica,"Oh no, wait! Joey!"
action,,"(They try to stop him, not sure of what he's planning. He ignores them and goes to talk to Ross.)"
dialogue,Ross,(hopping) 73! 72! 71!
dialogue,Joey,"Ross! Ross! Ross, listen! Who are you kissing at midnight, huh? Rachel or Phoebe?"
dialogue,Ross,What?
dialogue,Joey,"Well you gotta kiss someone, you can't kiss your sister."
dialogue,Ross,"Well, who's gonna kiss my sister."
dialogue,Joey,Chandler.
dialogue,Ross,"Awww, man! Really?"
dialogue,Joey,"Dude-dude, who would you rather have kiss your sister, me or Chandler?"
dialogue,Ross,That's a good point.
dialogue,Joey,Yeah.
dialogue,Ross,"Oh well, since I have that whole history with Rachel, I guess Phoebe."
dialogue,Joey,"Okay, great!"
dialogue,Ross,All right.
dialogue,Joey,Pheebs! Pheebs! Ross wants to kiss you at midnight!
dialogue,Phoebe,"It's so obvious, why doesn't he just ask?"
dialogue,Joey,"Rach! Rach! Listen, I'm gonna kiss you at midnight."
dialogue,Rachel,What?!
dialogue,Ross,"Well, everyone's gotta kiss someone. You can't kiss Ross you got the history."
dialogue,Rachel,So?
dialogue,Joey,"So? Who would you rather have kiss you, me or Chandler?"
dialogue,Rachel,"Oh, good point."
dialogue,Joey,Yeah!
dialogue,All,(watching the ball drop) 3! 2! 1! HAPPY NEW YEAR !!
action,,"(And with that everyone starts playing tonsil hockey. Chandler with Monica, Ross with Phoebe, and Joey with Rachel.)"
dialogue,Chandler,(To Monica) Happy New Year!
dialogue,Monica,Happy New Year.
dialogue,Ross,"(To Phoebe) Happy New Year, Pheebs!"
dialogue,Phoebe,You too!
dialogue,Rachel,"(To Joey) Happy New Year, Joey!"
dialogue,Joey,So did that do anything for ya?
action,,(Rachel slowly walks away.)
action,,Opening Credits
heading,,"[Scene: Monica and Rachel's, after the party. Everyone has left, except for the gang.]"
dialogue,Ross,Y'know what? I'm gonna go out on a limb and say no divorces in '99!
dialogue,Rachel,But your divorce isn't even final yet.
dialogue,Ross,"Just the one divorce in '99! Y'know what, I am gonna be happy this year. I am gonna make myself happy."
dialogue,Chandler,"Do you want us to leave the room, or?"
dialogue,Ross,Everyday I am gonna do one thing that I haven't done before. That my friends is my New Year's resolution.
dialogue,Phoebe,Ooh! That's a good one! Mine is to pilot a commercial jet.
dialogue,Chandler,"That's good one too, Pheebs. Now all you have to do is find a planeload of people who's resolution is to plummet to their deaths."
dialogue,Phoebe,"Maybe your resolution is to not make fun of your friends, especially the ones who may soon be flying you to Europe for free on their own plane."
dialogue,Monica,She has a better chance of sprouting wings and flying up your nose than you do of not making fun of us.
dialogue,Ross,"In fact, I'll bet you 50 bucks that you can't go the whole year without making fun of us. Eh, y'know what, better yet? A week."
dialogue,Chandler,"I'll take that bet my friend. And you know what, paying me the 50 bucks could be the ""new thing you do that day!"" (Ross looks at him.) And it starts right now!"
dialogue,Joey,"All right, my New Year's resolution is to learn how to play the guitar."
dialogue,Ross,Ohh.
dialogue,Phoebe,Really?! How come?
dialogue,Joey,"Well, y'know those special skills I have listed on my resume? I would love it would be great if one of those was true."
dialogue,Phoebe,Do you want me to teach you? I'm a great teacher.
dialogue,Joey,Really? Who-who have you taught?
dialogue,Phoebe,"Well, I taught me and I love me."
dialogue,Joey,Yeah that'd be great! Thanks Pheebs!
dialogue,Rachel,"Op, look! Claire forgot her glasses! And she's gonna be really needing these to keep an eye on that boyfriend, who, I hear, needs to keep his stapler in his desk drawer, if you know what I'm talking about."
dialogue,Monica,"Hey Rach, maybe your resolution should be to umm, gossip less."
dialogue,Rachel,I don't gossip!
action,,(They all laugh.)
dialogue,Rachel,"Well, maybe sometimes I find out things or I hear something and I pass that information on y'know kinda like a public service, it doesn't mean I'm a gossip. I mean, would you call Ted Kopel a gossip?"
dialogue,Monica,"Well if Ted Kopel talked about his coworkers botched boob jobs, I would."
dialogue,Rachel,What? They were like this!
action,,(She puts her hands over her breasts and indicates that the coworkers boob job resulted in one pointing up and one pointing down with her hands by pointing up with one hand and down with the other.)
heading,,"[Scene: Central Perk, Ross is talking to a beautiful woman as Chandler and Joey enter.]"
dialogue,Woman,I'll see you tomorrow.
dialogue,Ross,Okay! (She leaves.) (To Chandler and Joey.) Hey!
dialogue,Chandler and Joey,Hey!
dialogue,Ross,I just asked that girl out.
dialogue,Chandler,Nice!
dialogue,Joey,"Nice!! Yeah! Is that part of your resolution, your new thing for today?"
dialogue,Ross,Yes it is. See. (Shows them the piece of paper she gave him with her name and phone number on it.)
dialogue,Chandler,(reading it) Elizabeth Hornswoggle?
dialogue,Ross,"That's right, uh, Elizabeth Hornswoggle."
dialogue,Chandler,Horn-swoggle.
dialogue,Joey,You all right Chandler? Is there something funny about that name?
dialogue,Chandler,"No. No, I just think that maybe I-I'd heard it somewhere before. (Sits down rubbing his temple.)"
dialogue,Joey,Oh really! Where? Somewhere funny I'd bet! (Chandler is straining to keep quiet as Phoebe enters.)
dialogue,Ross,"Hi, Pheebs!"
dialogue,Phoebe,Hey!
dialogue,Ross,"Oh-oh, guess what? I-I have a date with Elizabeth (Talking into Chandler's ear.) Hornswoggle."
dialogue,Phoebe,"Hornswoggle? (To Chandler) Ooh, this must be killing you."
dialogue,Ross,"All right, see you later."
dialogue,Joey,"See ya! All right Pheebs, I am ready for my first lesson."
dialogue,Phoebe,"Okay. (Joey tries to take the guitar.) Oh no-no-no, you don't touch the guitar! First you learn here, (Points to her head.) then you learn here. (Points to the guitar.)"
dialogue,Joey,"Umm, okay."
dialogue,Phoebe,"Okay, lesson one: chords. Now, I don't know the actual names of the chords but umm, I-I-I made up names for the way my hand looks while I'm doing them. (She starts to show Joey the chords. Transcribers Note: For this one you'll have to use your imagination, 'cause it would take me 50 pages to describe each one. So if you want to see them, you'll have to wait for this episode to come to a TV near you.) (Holding up her hand and then reconfiguring her hand with each name.) So then, this is Bear Claw. Okay, umm, Turkey Leg and Old Lady. (Joey tries to imitate them.)"
dialogue,Chandler,"What an interesting approach to guitar instruction. Y'know some might find it amusing, I myself find it regular."
heading,,"[Scene: Monica and Rachel's, Phoebe is entering with Rachel.]"
dialogue,Phoebe,"Hey everybody, Rachel was so good today. She didn't gossip at all."
dialogue,Rachel,"I didn’t! Even when I found out…umm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it. (Goes into her room.)"
dialogue,Joey,"Hey, Pheebs! Check-check this out. (Holds up his hand in one of Phoebe's chords.)"
dialogue,Phoebe,"Ooh, you nailed the Old Lady! (They both laugh at what she said.)"
dialogue,Joey,"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and…"
dialogue,Phoebe,"Did you, did you touch any of the guitars while you were there? Did you?!"
dialogue,Joey,No.
dialogue,Phoebe,Give me your hands. (He does and she smells his left hand.) Strings. Gimme it! (He gives her his right hand and she smells it as well.) Pick. Do you want to learn to play guitar?
dialogue,Joey,Yes!
dialogue,Phoebe,Then don't touch one!!
dialogue,Ross,"(entering, with Ben) Hi!"
dialogue,Ben,Hi!
dialogue,Monica,Hi Ben!
dialogue,Ben,Auntie Monica!! (He runs to hug her.)
dialogue,Chandler,"(notices something) Ross is wearing leather pants! Does nobody else see that Ross is wearing leather pants? (Pause, no one speaks.) Someone comment on the pants!"
dialogue,Rachel,I think they're very nice.
dialogue,Monica,I like 'em.
dialogue,Joey,Yeah! (Chandler bangs the table in frustration.)
dialogue,Monica,I like them a lot.
dialogue,Chandler,"That's not what I had in mind! See, people like Ross don't generally wear these types of pants. You see, they're very tight. (Motions to Ross's buttock.) Maybe there's something in that area."
action,,(They all speak at once in general approval of his pants selection; Joey asks where he got them. I can't pick out the rest of it.)
dialogue,Ross,"Oh see, I-I needed a new thing for today and there's this leather store that always smells so good and I thought to myself, ""Wow, (To Chandler) I never really owned a good smelling pair of pants before."""
action,,(No one says anything.)
dialogue,Chandler,Oh come on!! (Storms out.)
dialogue,Ross,"(after he's left) Okay, seriously, what do you think?"
dialogue,Joey,You look like a freak.
dialogue,Rachel,"Awful, absolutely awful. (Plus other negative comments from Phoebe and Monica.)"
action,,"(Monica starts taking pictures of Ross and Ben, with the flash.)"
dialogue,Ross,"What are you, what are you doing?"
dialogue,Monica,It's my New Year's resolution!
dialogue,Ross,"What, to blind my child?"
dialogue,Monica,No! To take more pictures of all of us together. I mean I really think it's the best resolution because everyone will enjoy the pictures.
dialogue,Joey,"Well, everyone will enjoy my music as well. (Does a chord and Monica starts taking pictures of him and Phoebe. They both start to strike a pose with the excessive amount of pictures that Monica takes.)"
heading,,[Scene: Elizabeth Hornswoggle's apartment; Ross is there on his date with her. They are sitting on the couch watching a movie. Ross is obviously hot.]
dialogue,Ross,"(talking to himself) My God! These pants are burning up! (He's still wearing the leather pants.) (She snuggles closer.) Oh come on, she wants to snuggle now! What is she trying to kill me? It's like a volcano in here! (Out loud.) Are you hot?"
dialogue,Elizabeth Hornswoggle,No.
dialogue,Ross,"Okay, it must just be me then."
action,,"(He shifts on the couch and a ripping sound emanates from his lower regions, the sound reminds one of a brief explosion of gas. In other words, it sounds like he farted. She has a look of horrific wonderment, wondering ""Did he just fart?"")"
dialogue,Ross,"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom?"
dialogue,Elizabeth,"No, go ahead."
dialogue,Ross,"Thanks. (Gets up and as he does so, the sound returns. Without another word he heads into her bathroom.)"
action,,"[Cut to Elizabeth Hornswoggle's bathroom, Ross frantically pulls his shirt out and drops his pants. He exhales in sheer ecstasy as the coolness of the bathroom envelops his legs. He sits on the cast iron bathtub, again gasping in pleasure. He next grabs a magazine and starts to blow air on his exposed legs, but that doesn't work the way he wants it to. So he throws the magazine down, looks around for another idea, and finds one. He jumps up and hops to the sink. He turns on the water and starts to splash some on his legs, cooling them further.]"
dialogue,Ross,(in ecstasy) Ahhhhhhhhhhhhhh……….
dialogue,Elizabeth,"(yelling from outside) Hey, my favorite part is coming up!"
dialogue,Ross,'Kay!
action,,"(He goes to pull up his pants, but can't seem to get them past his knees. He frantically tries to pull them up to no avail. Panic sets in.)"
dialogue,Ross,Oh my God!
heading,,"[Scene: Monica and Rachel's, Phoebe is drilling Joey on the chords as Monica looks on.]"
dialogue,Phoebe,"Tiger! (Joey moves his hand in an attempt to do the chord, in fact he does it with each name.) Dragon! Iceberg!! (He fails.) Joseph, did you even study at all last night?"
dialogue,Joey,"Yes! Yes, I did."
dialogue,Phoebe,Then do Iceberg!
dialogue,Joey,(thinks) (quietly) G-sharp.
dialogue,Phoebe,G -sharp? Have you been studying the real names of the chords? (Joey doesn't answer.) Have you? (He looks away in shame.) Oh my God!
dialogue,Joey,What?! I didn't touch a guitar!
dialogue,Phoebe,"No, but you're questioning my method!"
dialogue,Joey,"No, I'm not questioning it, I'm saying it's stupid! (Notices Monica standing between them and smiling.) What?! (The camera clicks, taking another picture.)"
dialogue,Monica,Thank you. (Leaves.)
dialogue,Phoebe,Y'know none of my other student thought I was stupid.
dialogue,Joey,"Your other student, was you!"
dialogue,Phoebe,"Yeah, well, y'know maybe you just need to try a little harder!"
dialogue,Joey,"(looking in the Yellow Pages) Look, maybe I need to try a real teacher! Right here! Here! Andy Cooper, he teaches guitar and look ooh, there's a nice picture of him with a little kid and THE KID'S GOT A GUITAR!!!!!! (Storms out.)"
dialogue,Phoebe,"Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play Bad, Bad Leroy Brown !!"
dialogue,Rachel,"(entering, singing) ""Baddest man in the whole damn town."""
dialogue,Phoebe,"Oh, fine! Take his side! (Storms out.)"
action,,"(Rachel looks shocked, gets over it, notices she's alone, and picks up the phone. The last part of which is something she shouldn't have done, because the phone is already in use. By Monica, and now Rachel can hear every word.)"
dialogue,Monica,(on phone) I can't wait to be with you! I'll sneak over as soon as Ross picks up Ben. I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.
dialogue,Chandler,"(on phone) Laundry. Huh. Is that my new nickname? (Rachel is absolutely stunned, she opens her mouth in absolute amazement.)"
dialogue,Monica,"(on phone) Awww, y'know what your nickname is, Mr. Big…"
dialogue,Rachel,Arghh!! (She quickly hangs up the phone and starts to pace around wondering what to do.)
action,,Commercial Break
heading,,"[Scene: Chandler, Joey, and Ross's, The phone rings and Joey answers it.]"
dialogue,Joey,(answering phone) Hello?
dialogue,Ross,"(calling from Elizabeth's bathroom) Joey, it's Ross! I need some help!"
dialogue,Joey,"Uhh, Chandler's not here."
dialogue,Ross,"Well, you can help me!"
dialogue,Joey,Okay.
dialogue,Ross,"Listen, I'm in Elizabeth's bathroom…"
dialogue,Joey,Nice!
dialogue,Ross,"No, I-I got really hot in my leather pants so I took them off but they must have shrunk from the-the sweat or-or-or my legs expanded from the heat. Look, I-I can't put them back on. I can't!"
dialogue,Joey,"Oh. That is quite a situation. Uh, do you see any like, powder?"
dialogue,Ross,"Powder! Yeah! Yeah, I have powder! (Grabs some of her shelf.)"
