script_element,character,text
heading,,[Scene: Rachel’s bedroom; Rachel is awoken by a man singing in the next apartment.]
singing,The Singing Man,"(singing, duh) Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!"
dialogue,Rachel,HEY!! Do you have to do that? It’s Saturday!
singing,The Singing Man,Oh come on! Morning’s here! (Starts singing) Morning’s here! The morning is here! Sunshine is here!
action,,"(Rachel slams shut her window and storms into the living room, where Joey and Monica are eating breakfast.)"
dialogue,Rachel,I hate this apartment! I hate the color of these walls! I hate the fact that this place still smells like bird! I hate that singing guy!
dialogue,Joey,Are you kidding? I love that guy! (Starts singing) Morning’s here! Morning is here—
dialogue,Rachel,Stop it! I will kill you. I hate the fact that my room is so small.
dialogue,Monica,"Hey, I have all the space I need. Just do what I did."
dialogue,Rachel,"Monica, you don’t even have a bed, you sleep in a ball on the floor!"
dialogue,Monica,"Y’know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!"
dialogue,Rachel,I’m sorry. I’m so sorry.
dialogue,Monica,Okay.
dialogue,Joey,"See, this is a great apartment."
dialogue,Monica,Shut up! This place is a hole!
action,,Opening Credits
heading,,[Scene: Ross’s bedroom; Ross and Emily are making out. Ross as a new feature.]
dialogue,Emily,"Oh, blimey, I still can’t believe you’ve got an earring!"
action,,"(Yep, it’s a little gold loop.)"
dialogue,Ross,"Huh? I know, I know. Who am I? David Bowe? (Shakes his head around, pretending like he’s jamming.)"
dialogue,Emily,He does that?!
dialogue,Ross,"Uh, I don’t know, whatever."
dialogue,Emily,I think it makes you look really dangerous.
dialogue,Ross,"Oh, I know. Y’know what, I never would’ve gotten this if it weren’t for you. No really, when I’m with you I’m-I’m like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!"
dialogue,Emily,I love both of you!
dialogue,Ross,Yeah?
action,,(They kiss.)
dialogue,Emily,I wish I didn’t have to go.
dialogue,Ross,"Then don’t. Stay here. Just don’t go so soon to London, just one more day."
dialogue,Emily,"Ohh, Ross, please!"
dialogue,Ross,"One more day, seriously/"
dialogue,Emily,"Don’t do this to me, again. You’d know I’d stay here in a minute, but I’d really miss so much work, they’ll fire me."
dialogue,Ross,"So, then you can stay as long as you want."
dialogue,Emily,I wish I could.
dialogue,Ross,"Oh no. Don’t, don’t, don’t start packing. Come on! (She puts some clothes into her bag, and Ross throws them out.)"
dialogue,Emily,"I don’t think you understand packing. Look, I just don’t want to leave it to the last minute. Last time I left in such a rush, I left my knickers here."
dialogue,Ross,"Yeah, I know, I uh, I tried them on."
dialogue,Emily,You didn’t!
dialogue,Ross,"No. No, I didn’t. I didn’t want to be that guy."
heading,,"[Scene: Monica and Rachel's erm, Chandler and Joey's, Joey and Chandler are watching one of those Kung Fu movies and imitating the moves.]"
dialogue,Phoebe,"(entering, wearing Santa pants) Hello!"
dialogue,Chandler,Ho! Ho! Ho!
dialogue,Phoebe,Excuse me.
dialogue,Chandler,Your pants!
dialogue,Phoebe,"Oh, yeah! You like ‘em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!"
dialogue,Joey,"Uhh, Pheebs, those are uh, those are Santa pants."
dialogue,Phoebe,What?
dialogue,Chandler,Santa pants. (Phoebe still doesn’t get it.) Santa Claus’s pants.
dialogue,Phoebe,"Nuh-uh! They’re maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who’s been naughty and who’s been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh."
dialogue,Rachel,(entering) Hey!
dialogue,Monica,(entering) Hey!
dialogue,Rachel,"So—Hey, Pheebs! So, how are the elves?"
dialogue,Phoebe,"I don’t know! How are the-the-the-the, y’know—You’re clothes aren’t funny."
dialogue,Monica,"Hey, guys, what-what should I wear to a Knicks game?"
dialogue,Chandler,"Uhh, a T-shirt that says, ""I don’t belong here."""
dialogue,Joey,You have Knicks tickets?
dialogue,Rachel,"Yeah, my mom got my dad’s season tickets in the divorce, so she just gave them to me."
dialogue,Monica,"Yeah, apparently, they’re pretty good seats."
dialogue,Rachel,Yeah.
dialogue,Joey,(examining the tickets) Oh my God! Those are almost right on the floor!
dialogue,Rachel,Do you guys want these?
action,,Joey:
dialogue,Chandler,Yeah we do!
dialogue,Rachel,"Ohh, well you got ‘em."
action,,Both:
dialogue,Rachel,Just give us our apartment back!
dialogue,Phoebe,Boy! I didn’t see that coming!
dialogue,Chandler,Are you serious?
dialogue,Rachel,"Oh, come on! We know what these are worth."
dialogue,Monica,"Yeah, what, do you think we’re stupid?"
dialogue,Joey,You’re not stupid. You’re meaner than I thought.
dialogue,Monica,What do you say?
dialogue,Chandler,"Forget it! Okay, I’m not giving up my bachelor pad for some basketball seats!"
dialogue,Rachel,You’re bachelor pad?!
dialogue,Monica,Have you even had a girl up here?
dialogue,Chandler,"No. But uh, Joey has, and I usually talk to them in the morning time."
dialogue,Joey,"Yeah, you do!"
heading,,"[Scene: Central Perk, Joey is whining to Chandler about the tickets.]"
dialogue,Joey,Come on!
dialogue,Chandler,"(ignoring him) Yes, Gunther, can I get two cups of chino, please?"
dialogue,Gunther,Good one.
dialogue,Joey,"Come on, season tickets! Season tickets, do you know what that means?"
dialogue,Chandler,"Forget it! Okay, I’m not giving up the apartment."
dialogue,Joey,"Oh come—look, when I was a kid my dad’s company gave season tickets to the number one salesman every year, all right? My dad never won! Of course, he wasn’t in the sales division, but still, I never ever, ever forgot that!"
dialogue,Ross,"(entering) Hey, guys! (They both notice his new little friend)"
dialogue,Joey,Hey!
dialogue,Chandler,Oh my God!
dialogue,Joey,We don’t make enough fun of you already?
dialogue,Ross,"Oh yeah, Emily convinced me to do it."
dialogue,Chandler,You do know that Wham broke up?
dialogue,Ross,"I like it, and Emily likes it, and that’s what counts. So uh, how are you guys doing?"
dialogue,Joey,"Oh-no, don’t try and talk all normal with that thing in your ear."
dialogue,Chandler,Where is Emily?
