script_element,character,text
heading,,[Scene: Chandler and Joey's apartment. Joey and Chandler enter with Chandler covering his eyes and Joey leading him.]
dialogue,Joey,"Alright, no peeking. No peeking, no peeking, no peeking."
dialogue,Chandler,"Alright, alright, but you better be wearing clothes when I open my eyes."
dialogue,Joey,Alright open your eyes. (opens his eyes to see two black leather recliners and a big screen TV)
dialogue,Chandler,Sweet mother of all that is good and pure.
dialogue,Joey,Huh? Days of our Lives picked up my option.
dialogue,Chandler,Congratulations!
dialogue,Joey,I know.
dialogue,chandler,Now we can finally watch Green Acres the way it was meant to be seen.
dialogue,Joey,Uh-huh.
dialogue,Chandler,"So uh, which one is mine?"
dialogue,Joey,"Whichever one you want, man. Whichever one you want. (Chandler starts to sit in one of the chairs) Not that one."
dialogue,Chandler,(sits down) Ohh yes.
dialogue,Joey,"(sits down) Ohh yeah, that's the stuff."
dialogue,Chandler,(reaches for the footrest lever) Do we dare?
dialogue,Joey,We dare.
dialogue,Both,(both extend the footrests) Aaahhhh. (both recline their chairs) AAAAHHHHHH.
action,,Opening Credits
heading,,"[Scene: Chandler and Joey's apartment. Chandler and Joey are sitting in their recliners watching TV. Monica, Ross, and Phoebe are there.]"
dialogue,Phoebe,I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up.
dialogue,Chandler,Well they were chair-shaped cows. They never would have survived in the wild.
dialogue,Ross,"This screen is amazing, I mean Dick Van Dyke is practically life-size."
dialogue,All,Woah!
dialogue,Monica,"Rose Marie really belongs on a smaller screen, doesn't she?"
action,,(Rachel enters)
dialogue,Rachel,Hi you guys.
dialogue,All,Hey.
dialogue,Rachel,Hey you.
dialogue,Ross,Hey you. (they stand together in front of the TV.)
dialogue,CHANDLER and JOEY,"Woah, hey, yo. (Rachel and Ross move)"
dialogue,Rachel,"So, uh, how was your day?"
dialogue,Ross,"Oh you know, pretty much the usual, uh, sun shining, birds chirping."
dialogue,Rachel,Really? Mine too.
dialogue,Phoebe,"Hey cool, mine too."
dialogue,Ross,"(beeper goes off) Yeah, yeah, yeah. I got to get to the museum. So um, I'll see you tonight."
dialogue,Rachel,OK. (they go to kiss but everyone's watching so Ross just kisses her on the top of her head and leaves)
dialogue,Ross,Bye guys.
dialogue,All,Bye.
dialogue,Monica,(walks up to Rachel in front of the TV) Tonight?
dialogue,CHANDLER and JOEY,"Hey, yo. (they move from out of in front of the TV)"
dialogue,Monica,What's tonight?
dialogue,Rachel,It is our first official date. Our first date.
dialogue,Monica,"Uh, hello."
dialogue,Rachel,Hi.
dialogue,Monica,"Tonight you're supposed to waitress for me, my catering thing, any of those words trigger anything for you?"
dialogue,Rachel,"God, oh God Monica, I forgot. This is our first date."
dialogue,Monica,Yes but my mom got me this job.
dialogue,Phoebe,"OK, I can be a waitress, I can be a waitress."
dialogue,Rachel,"Oh, thank you, thank you, thank you, thank you. See Phoebe, Phoebe."
dialogue,Monica,"Really Phoebs? Because, you know, you'd have to be an actual waitress. This can't be like your 'I can be a bear cub' thing."
dialogue,Phoebe,"I can be a waitress. OK watch this. Um, gimme two number ones, 86 the bacon, one Adam and Eve on a raft and rick'em, la-la-la-la-la, la-la-la-la-la."
heading,,[Scene: Dr. Burke's apartment. Dr. Burke answers the door for Phoebe and Monica.]
dialogue,Phoebe,It's James Bond.
dialogue,Monica,Sorry we're late.
dialogue,Dr. Burke,"Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was."
dialogue,Monica,"Dr. Burke, it, it's me."
dialogue,Dr. Burke,"Monica? My God you used to be so. . . I mean you, you, you, you must have lost like. . . You look great."
dialogue,Monica,Thank you. This is my friend Phoebe. She's gonna be helping me tonight.
dialogue,Dr. Burke,"Hi Phoebe, nice to meet you. (Phoebe just giggles when they shake) So, how ya been?"
dialogue,Monica,"I've been great, just great. How have you been? (tilting her head)"
dialogue,Dr. Burke,"Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt."
dialogue,Monica,The head tilt?
dialogue,Dr. Burke,"Yeah, since the divorce, when anybody asks me how I am, it's always with a sympathetic head tilt. (demonstrating) 'How ya doin'? You OK?'"
dialogue,Monica,I'm sorry.
dialogue,Dr. Burke,"No no, it, it's fine, believe me. I do it too. I always answer with the 'I'm OK' head bob. (demonstrates) 'I'm OK.' (tilts head) 'You sure?' (bobs head) 'Yeah, I'm fine.' Hey listen, I've got to set up the music. I got a new CD changer, of course the divorce only left me with 4 CD's to change."
dialogue,Monica,"(her and Phoebe tilt their heads) Oh, that's too bad."
dialogue,Dr. Burke,(bobbing his head) I'll survive.
heading,,[Scene: Chandler and Joey's apartment. They're still in their chairs watching TV. Chandler is ordering a pizza.]
dialogue,Chandler,"Uh, two larges, extra cheese on both. But listen, don't ring the buzzer for 19, ring 20, Geller-Green, they'll let you in, OK. If you buzz our door, there's no tip for you. OK, thanks. Pizza's on the way. I told you we wouldn't have to get up."
dialogue,Joey,What if we have to pee?
dialogue,Chandler,I'll cancel the sodas.
heading,,[Scene: Dr. Burke's apartment. Monica and Dr. Burke are in the kitchen.]
dialogue,Monica,"You've got to get back out there, it's your party."
dialogue,Dr. Burke,"But they're so dull, they're all opthamologists."
dialogue,Monica,You're an opthamologist.
dialogue,Dr. Burke,"Only because my parents wanted me to be, I wanted to be a sherrif."
dialogue,Phoebe,"(entering the kitchen from the party) That's funny, no. Cadillac, cataract, I get it, no I get it, you stay out there."
dialogue,Dr. Burke,See.
dialogue,Monica,"Alright, I'll tell you what. I'll come get you in 5 minutes with some sort of um, kabob emergency."
dialogue,Dr. Burke,"OK. You better. Oh God, here we go. Hey wanna see 'em go nuts? Watch this. (grabbing some wine glasses and opening the door to the party) Who needs glasses? (everyone laughs)"
dialogue,Phoebe,You are so smitten.
dialogue,Monica,I am not.
dialogue,Phoebe,"Oh, you are so much the smitten kitten. You should ask him out."
dialogue,Monica,"Dr. Burke? I don't think so. I mean, like, he's a grown up."
dialogue,Phoebe,So. You two are totally into each other.
dialogue,Monica,"Phoebe, he's a friend of my parents. He's like 20 years older than me."
dialogue,Phoebe,"OK, so what, you're just never gonna see him again?"
dialogue,Monica,"Not never. I mean, I'm gonna see him tomorrow at my eye appointment."
dialogue,Phoebe,"Didn't you like, just get your eyes checked?"
dialogue,Monica,"Well yeah, but, you know, uh, 27 is a dangerous eye age."
heading,,[Scene: Monica and Rachel's apartment. Ross and Rachel are returning from a movie.]
dialogue,Rachel,"C'mon, I'm not saying it was a bad movie, I'm just saying, you know, it was a little. . . hard to follow."
dialogue,Ross,I told you there was going to be sub-titles.
dialogue,Rachel,"I know, I just didn't want to wear my glasses on my first date."
action,,(They start kissing.)
dialogue,Rachel,Monica.
dialogue,Ross,It would really help when I'm kissing you if you didn't shout out my sister's name.
dialogue,Rachel,"Honey, I'm just checking."
dialogue,Ross,Oh.
dialogue,Rachel,Monica.
dialogue,Ross,Mon.
dialogue,Rachel,Monica.
dialogue,Ross,Mon.
action,,(Since they're alone they start kissing and Ross's hands work their way down until they're on Rachel's butt. Rachel starts laughing.)
dialogue,Ross,"What, what."
dialogue,Rachel,"I'm sorry. Oh God, I'm sorry, it's just that when you moved your hands down to my butt, it was like woah, Ross's hands are on my butt. Sorry."
dialogue,Ross,"And that's, that's funny why?"
dialogue,Rachel,"Well it's not, honey I'm sorry, I guess I'm just nervous. I mean, it's you, ya know, it's us. I mean, we're crossing that line, sort of a big thing."
dialogue,Ross,"I, I know it's big, I just didn't know it was uh, ha-ha big."
