script_element,character,text
heading,,"[Scene: A beauty parlour, Rachel is getting a manicure while Chandler, yes Chandler, is getting a petticure (Does that scare you that I know those terms? Well, it scares me.).]"
dialogue,Chandler,"Y'know, I can't believe I'm getting my nails done! And you said it was gonna be fun! (pause) Which it kinda is. Also, you said there would be other guys here. There are no other guys here!"
dialogue,Rachel,"Chandler, there’s a guy right over there. (Points to the counter)"
dialogue,Chandler,That’s a mailman! That’s our mailman! (Waves to the mailman) (Sarcastic) Hi. How are ya?
dialogue,Rachel,"Chandler, don’t worry! This doesn’t make you any less of a guy! (Chandler starts blowing on his fingernails like women do.) That does! (Chandler stops blowing.) What am I sitting on? (She looks and finds a huge nail.) I hate to think what this woman was scratching when this broke off."
dialogue,Chandler,"Hey, you know who used to have nails like that?"
dialogue,Rachel,Hmm.
dialogue,Woman,"OH…MY…GAWD!! (Yep, you guessed it. It’s Janice.)"
action,,Opening Credits
heading,,"[Scene: Chandler and Joey's erm, Monica and Rachel's, Rachel and Joey are standing at the counter. Monica is flipping a light switch on and off next to the door.]"
dialogue,Monica,Joey let me ask you a question. What does this light switch do?
dialogue,Joey,"Ohh, Nothing."
dialogue,Monica,Didn’t it drive you crazy to have a switch and not know what it did?
dialogue,Joey,I know what it did! Nothing.
dialogue,Monica,They wouldn’t have put it there if it didn’t do something! How can you not care?
dialogue,Joey,Like this. (Shrugs)
dialogue,Rachel,"Well, here’s another question for ya. Uhh, do you know what that silver knob on the toilet does?"
dialogue,Joey,Sure! It flushes it.
dialogue,Rachel,"Okay, good. Now that since you know, when you come over would you mind actually using it?"
dialogue,Chandler,"(entering, with Janice in tow) Hello!"
dialogue,Joey,Hey! (Sees Janice.) Ah!! (Janice screams in surprise.)
dialogue,Rachel,Guess who we ran into today?!
dialogue,Monica,Janice?!
dialogue,Chandler,Isn’t this amazing?
dialogue,Monica,How have you been?
dialogue,Janice,"Oh well, I’m divorced."
dialogue,Phoebe,"Ohhh, wow."
dialogue,Janice,"Yeah, I’m riding the alimony pony. (Does the now famous laugh.)"
dialogue,Joey,And there it is.
dialogue,Janice,"I just came up to say, ""Hi!"" Hi! (to Chandler) And you, sweetie, I’ll see you tonight."
dialogue,Chandler,Okay. Bye.
dialogue,Janice,Bye.
dialogue,Chandler,Bye.
dialogue,Janice,Bye.
dialogue,Chandler,Bye.
dialogue,Janice,Bye.
dialogue,Chandler,B-bye!
dialogue,Janice,Bye-bye.
dialogue,Chandler,"Bye. (Finally closes the door on her.) (After it’s closed) I can’t stand the woman! (Phoebe is shocked, Joey is relieved.)"
dialogue,Phoebe,What?! I thought you were crazy about her!
dialogue,Chandler,"Yeah, I know, but all of those little annoying things she did before we fell in love? Like her voice, her laugh, her personality—Well, they’re all back! Y’know? And she’s picked up like nine new ones!"
dialogue,Joey,So what are you doing bringing her here?! There’s people here!
dialogue,Chandler,Don’t worry about it. I’m taking care of it tonight. (Chandler opens the fridge and grabs something to drink.)
dialogue,Rachel,You are not. You have never been able to break up with her.
dialogue,Chandler,"(standing in the door of the fridge) Well, I don’t have to break up with her this time. We’re not involved! I’m going to do a pre-emptive strike! I’m going to end it with her before it starts. My ass is like frozen! (Closes the fridge.)"
dialogue,Joey,"Yeah, try sticking it in the freezer for 20 minutes. (They all look around and then back at Joey.) I’m tellin’ ya!"
heading,,"[Scene: A street, Ross and Emily are walking home from a date.]"
dialogue,Emily,"I can’t believe you really walk alone here! I mean, you hear such stories about New York."
dialogue,Ross,"No, it’s really not that bad. I mean, I-I for one, feel perfectly safe."
action,,(At that moment two very large men start screaming and running towards Emily and picking her up.)
dialogue,Ross,Help! Help!! Help! Help!!
dialogue,Emily,"No, no, no Ross! Ross, these are friends of mine from home. (Introducing them) Liam, Devon, this is Ross."
dialogue,Devon,"Hey, mate."
dialogue,Liam,How are ya man?
dialogue,Ross,"Oh hey, that was a good one, huh? (Imitating himself) Help! Help!"
dialogue,Emily,"So how are you? I’ve been meaning to ring you ever since I arrived but umm, well, I’ve been rather busy."
dialogue,Devon,Do you realise that we have not seen each other since the night of that U2 concert?
dialogue,Emily,Oh my God. I think you’re right.
dialogue,Liam,"(puts his arm around her) Well, actually the last time you and I saw each other was that morning."
